uid,lapse_date,subscription_date,price
10007356,2016-10-10,2016-11-08,99
10007357,2017-08-16,2017-09-04,499
10007358,2016-03-14,,0
10007359,2017-05-27,,0
10007360,2016-06-20,2016-07-03,99
10007361,2017-06-25,2017-07-14,299
10007362,2017-07-21,,0
10007363,2016-10-27,,0
10007364,2017-01-26,2017-02-15,299
10007365,2017-10-08,2017-10-13,299
10007366,2016-11-21,,0
10007367,2017-11-26,2017-12-03,199
10007368,2017-05-20,,0
10007369,2017-05-17,2017-06-10,499
10007370,2016-07-10,,0
10007371,2016-03-16,2016-04-12,99
10007372,2017-12-09,,0
10007373,2016-08-25,2016-09-18,99
10007374,2016-05-18,2016-06-04,199
10007375,2017-06-18,2017-07-12,199
10007376,2017-04-17,2017-05-10,199
10007377,2016-04-05,2016-04-28,499
10007378,2016-10-24,,0
10007379,2017-03-05,2017-03-18,99
10007380,2017-12-28,2018-01-07,299
10007381,2016-09-11,2016-10-06,499
10007382,2017-11-26,2017-11-28,499
10007383,2016-11-15,,0
10007384,2016-11-11,2016-11-30,499
10007385,2016-08-04,2016-08-23,299
10007386,2016-09-13,2016-09-26,199
10007387,2016-08-18,2016-08-25,499
10007388,2017-06-18,2017-07-17,99
10007389,2016-02-11,,0
10007390,2017-06-12,2017-06-27,299
10007391,2016-11-03,,0
10007392,2016-02-03,2016-02-29,499
10007393,2017-08-27,2017-09-07,199
10007394,2016-02-05,2016-02-13,199
10007395,2017-07-05,2017-07-17,299
10007396,2017-08-23,,0
10007397,2016-11-06,2016-11-27,199
10007398,2017-03-29,2017-04-13,299
10007399,2016-09-25,2016-10-19,99
10007400,2016-12-13,,0
10007401,2016-06-06,2016-06-28,99
10007402,2016-11-30,2016-12-27,299
10007403,2018-02-18,2018-03-17,299
10007404,2018-01-31,2018-02-22,99
10007405,2016-07-27,2016-08-17,299
10007406,2017-06-04,,0
10007407,2017-04-12,,0
10007408,2017-11-22,2017-12-16,299
10007409,2016-03-09,,0
10007410,2017-10-22,,0
10007411,2017-05-28,2017-06-21,299
10007412,2016-12-11,2016-12-31,299
10007413,2017-05-29,2017-06-24,299
10007414,2016-05-07,2016-05-23,199
10007415,2016-02-17,2016-02-23,99
10007416,2017-04-22,2017-05-19,99
10007417,2016-11-05,,0
10007418,2017-04-27,2017-05-09,199
10007419,2017-11-27,2017-12-16,199
10007420,2017-09-28,,0
10007421,2017-12-18,2017-12-23,299
10007422,2016-02-29,2016-03-26,99
10007423,2017-07-30,2017-08-27,299
10007424,2016-02-10,2016-02-17,99
10007425,2016-05-11,,0
10007426,2017-11-14,2017-11-26,199
10007427,2016-04-27,2016-05-07,199
10007428,2017-05-15,,0
10007429,2016-11-27,,0
10007430,2017-11-01,2017-11-29,299
10007431,2016-08-24,2016-09-16,499
10007432,2017-09-23,2017-10-02,299
10007433,2016-04-22,2016-05-08,499
10007434,2016-08-30,2016-09-06,499
10007435,2016-05-29,2016-06-02,99
10007436,2016-06-15,2016-07-04,299
10007437,2018-03-14,2018-04-05,199
10007438,2017-02-11,2017-03-01,199
10007439,2017-04-03,,0
10007440,2018-01-20,2018-02-14,499
10007441,2016-12-10,2016-12-11,299
10007442,2017-03-10,2017-03-20,299
10007443,2016-09-30,,0
10007444,2017-01-10,2017-01-21,199
10007445,2017-10-04,2017-10-16,199
10007446,2017-10-19,,0
10007447,2017-03-30,2017-03-31,499
10007448,2016-02-16,,0
10007449,2017-06-30,2017-07-29,299
10007450,2016-10-23,2016-11-13,499
10007451,2017-08-13,2017-08-18,499
10007452,2018-02-04,,0
10007453,2018-01-16,2018-01-23,499
10007454,2016-02-20,2016-03-12,99
10007455,2018-01-06,,0
10007456,2016-02-11,,0
10007457,2016-02-20,2016-03-10,299
10007458,2016-11-05,2016-11-12,199
10007459,2016-12-29,2017-01-19,99
10007460,2017-07-31,,0
10007461,2017-03-07,,0
10007462,2018-02-13,2018-03-07,499
10007463,2016-03-09,2016-03-10,299
10007464,2016-04-23,,0
10007465,2016-03-03,2016-03-28,499
10007466,2016-03-25,2016-04-07,299
10007467,2018-02-06,2018-03-02,499
10007468,2017-10-11,,0
10007469,2017-07-21,2017-07-30,299
10007470,2016-03-16,,0
10007471,2017-10-22,2017-11-12,199
10007472,2016-11-20,2016-11-24,99
10007473,2016-06-04,2016-06-15,499
10007474,2017-08-01,2017-08-24,499
10007475,2017-01-09,,0
10007476,2017-03-29,2017-04-12,499
10007477,2016-07-16,2016-08-08,199
10007478,2016-10-26,,0
10007479,2016-08-12,,0
10007480,2016-06-03,,0
10007481,2016-10-28,2016-11-22,299
10007482,2016-03-29,2016-03-30,199
10007483,2016-03-30,,0
10007484,2017-04-25,,0
10007485,2016-09-04,2016-09-14,99
10007486,2017-09-03,2017-09-08,99
10007487,2017-05-27,2017-06-20,99
10007488,2016-10-01,2016-10-27,499
10007489,2016-05-13,2016-06-04,299
10007490,2017-07-01,2017-07-24,99
10007491,2016-10-21,2016-10-21,499
10007492,2016-09-28,2016-10-10,199
10007493,2018-02-03,2018-02-15,499
10007494,2016-09-16,2016-10-11,99
10007495,2017-04-27,2017-05-14,199
10007496,2017-04-30,2017-05-26,499
10007497,2017-07-28,,0
10007498,2017-02-08,2017-02-10,499
10007499,2016-02-24,2016-03-23,299
10007500,2016-12-02,,0
10007501,2017-02-08,,0
10007502,2016-08-05,2016-09-03,299
10007503,2017-11-01,2017-12-01,199
10007504,2016-05-22,2016-06-06,99
10007505,2017-06-07,2017-06-27,199
10007506,2016-11-20,,0
10007507,2017-03-28,2017-04-04,499
10007508,2016-06-28,2016-07-08,99
10007509,2016-06-30,2016-07-19,199
10007510,2016-07-23,2016-07-23,199
10007511,2016-08-15,,0
10007512,2016-10-12,,0
10007513,2017-03-20,,0
10007514,2016-07-17,2016-08-13,299
10007515,2016-04-22,2016-05-08,499
10007516,2016-04-10,2016-04-25,199
10007517,2017-04-01,,0
10007518,2017-03-08,2017-04-01,499
10007519,2017-07-09,,0
10007520,2017-10-23,,0
10007521,2016-08-30,2016-09-01,99
10007522,2016-05-12,2016-05-21,299
10007523,2018-01-08,,0
10007524,2017-09-11,,0
10007525,2017-01-03,2017-01-14,499
10007526,2016-12-29,2017-01-09,199
10007527,2016-08-23,2016-09-14,99
10007528,2017-06-01,2017-06-24,299
10007529,2016-09-16,,0
10007530,2016-08-07,,0
10007531,2016-05-09,2016-05-27,299
10007532,2017-03-17,,0
10007533,2018-01-30,2018-02-25,199
10007534,2017-05-05,2017-05-31,199
10007535,2016-08-12,2016-09-10,499
10007536,2017-08-08,,0
10007537,2017-10-28,2017-11-25,99
10007538,2016-02-20,2016-02-26,299
10007539,2016-12-07,,0
10007540,2017-12-11,,0
10007541,2017-08-11,2017-08-31,99
10007542,2018-02-04,2018-02-09,299
10007543,2016-04-19,,0
10007544,2016-07-19,,0
10007545,2016-10-03,,0
10007546,2017-05-17,2017-05-29,99
10007547,2016-05-09,2016-06-03,499
10007548,2016-12-18,2016-12-23,99
10007549,2016-06-20,2016-07-12,499
10007550,2016-05-19,,0
10007551,2016-12-09,2016-12-26,499
10007552,2017-11-10,2017-11-17,199
10007553,2016-05-31,2016-06-14,99
10007554,2016-05-09,2016-05-09,299
10007555,2017-08-31,2017-09-15,299
10007556,2017-06-08,,0
10007557,2016-06-23,2016-07-12,199
10007558,2016-05-20,2016-06-16,99
10007559,2017-05-29,,0
10007560,2016-06-09,2016-07-07,499
10007561,2017-03-06,2017-03-10,299
10007562,2017-06-20,2017-07-01,299
10007563,2018-03-10,,0
10007564,2016-08-28,2016-09-01,299
10007565,2018-02-27,2018-03-26,299
10007566,2017-01-26,2017-02-01,99
10007567,2016-07-03,2016-07-27,499
10007568,2017-11-06,,0
10007569,2017-07-17,,0
10007570,2017-07-31,,0
10007571,2017-01-25,2017-02-10,199
10007572,2016-12-06,2016-12-10,199
10007573,2017-05-19,,0
10007574,2018-02-05,2018-02-15,499
10007575,2017-10-28,2017-11-15,299
10007576,2018-02-21,2018-03-17,499
10007577,2016-11-26,2016-12-17,99
10007578,2017-01-06,2017-01-22,299
10007579,2016-02-04,2016-02-17,99
10007580,2017-10-27,2017-11-01,99
10007581,2017-08-07,2017-09-06,99
10007582,2016-07-18,,0
10007583,2017-03-26,2017-04-04,299
10007584,2016-11-06,2016-11-22,199
10007585,2018-02-06,,0
10007586,2017-02-23,2017-02-24,299
10007587,2016-08-03,2016-08-29,499
10007588,2016-12-19,2017-01-11,99
10007589,2016-02-11,,0
10007590,2017-12-16,2017-12-31,499
10007591,2017-09-30,2017-10-02,99
10007592,2016-11-04,2016-11-21,299
10007593,2016-06-18,,0
10007594,2017-12-09,2017-12-18,499
10007595,2017-12-30,,0
10007596,2016-04-26,2016-05-23,199
10007597,2016-09-18,2016-10-04,299
10007598,2017-04-26,2017-05-03,499
10007599,2016-06-17,,0
10007600,2017-07-15,,0
10007601,2017-01-03,2017-01-31,299
10007602,2016-07-05,2016-07-09,99
10007603,2017-09-29,2017-10-18,499
10007604,2016-02-17,2016-03-12,199
10007605,2016-10-18,2016-11-14,299
10007606,2016-07-09,2016-08-01,199
10007607,2016-12-05,,0
10007608,2016-04-21,2016-04-30,99
10007609,2017-12-28,2018-01-05,199
10007610,2016-08-31,2016-09-02,99
10007611,2017-04-02,,0
10007612,2017-01-07,2017-01-16,299
10007613,2017-01-24,2017-01-26,199
10007614,2017-12-10,,0
10007615,2016-08-24,,0
10007616,2017-01-01,,0
10007617,2016-10-18,,0
10007618,2018-02-17,2018-03-06,299
10007619,2016-09-30,2016-10-06,199
10007620,2018-02-01,,0
10007621,2017-09-04,,0
10007622,2017-03-01,2017-03-10,499
10007623,2018-01-25,2018-02-20,99
10007624,2017-01-02,2017-01-05,499
10007625,2018-02-07,,0
10007626,2016-11-05,2016-11-07,299
10007627,2016-10-06,,0
10007628,2018-01-08,2018-01-23,299
10007629,2016-03-01,2016-03-03,99
10007630,2016-06-10,,0
10007631,2017-07-08,,0
10007632,2017-05-05,2017-05-30,499
10007633,2017-03-01,2017-03-07,199
10007634,2017-07-12,2017-07-13,199
10007635,2017-03-19,2017-03-21,499
10007636,2016-05-27,2016-06-23,299
10007637,2016-06-28,,0
10007638,2016-05-19,2016-06-06,499
10007639,2016-09-23,2016-09-30,499
10007640,2017-04-02,2017-04-06,199
10007641,2017-07-01,,0
10007642,2016-07-29,2016-08-06,99
10007643,2017-03-02,2017-03-12,199
10007644,2016-02-01,,0
10007645,2016-02-08,2016-02-09,499
10007646,2016-06-23,,0
10007647,2017-11-16,,0
10007648,2016-11-01,,0
10007649,2017-11-26,2017-11-28,299
10007650,2016-11-13,,0
10007651,2017-06-04,,0
10007652,2017-11-03,2017-11-30,499
10007653,2017-10-25,,0
10007654,2017-08-24,2017-08-24,499
10007655,2018-01-29,2018-02-25,299
10007656,2016-03-02,2016-03-26,199
10007657,2017-04-27,2017-05-21,299
10007658,2016-10-01,2016-10-14,99
10007659,2016-06-19,,0
10007660,2017-03-07,2017-03-22,99
10007661,2018-01-25,,0
10007662,2017-07-25,2017-08-07,99
10007663,2016-07-13,,0
10007664,2016-05-14,2016-05-14,99
10007665,2016-04-03,2016-04-06,299
10007666,2016-02-15,,0
10007667,2017-06-08,2017-06-30,299
10007668,2016-07-28,,0
10007669,2017-07-07,2017-08-04,199
10007670,2017-04-16,2017-05-14,99
10007671,2017-07-09,,0
10007672,2018-01-27,2018-02-22,299
10007673,2017-06-02,2017-06-22,499
10007674,2016-12-07,2016-12-26,299
10007675,2018-02-07,2018-02-10,99
10007676,2017-08-28,,0
10007677,2018-03-08,2018-03-14,99
10007678,2016-06-09,2016-07-07,199
10007679,2017-05-11,2017-06-02,199
10007680,2017-06-16,2017-06-18,299
10007681,2016-10-20,2016-10-30,199
10007682,2016-07-20,,0
10007683,2017-03-12,2017-03-31,299
10007684,2018-01-02,2018-01-26,99
10007685,2016-02-25,2016-03-14,299
10007686,2017-04-24,2017-05-04,499
10007687,2016-07-09,,0
10007688,2016-09-04,,0
10007689,2017-12-19,,0
10007690,2018-02-02,,0
10007691,2017-06-04,2017-07-04,499
10007692,2016-11-06,2016-11-09,299
10007693,2016-04-21,2016-05-01,499
10007694,2016-06-04,2016-06-29,499
10007695,2016-07-19,2016-08-04,299
10007696,2017-09-04,2017-09-29,199
10007697,2017-09-12,,0
10007698,2016-04-30,,0
10007699,2017-02-14,2017-02-28,199
10007700,2016-05-21,2016-06-02,299
10007701,2016-07-13,2016-07-20,299
10007702,2017-03-21,2017-03-25,199
10007703,2017-11-01,2017-11-27,99
10007704,2016-07-04,2016-07-19,99
10007705,2016-08-12,2016-08-22,99
10007706,2017-05-21,2017-06-17,299
10007707,2017-12-16,2017-12-29,299
10007708,2016-02-21,2016-03-03,499
10007709,2016-05-19,2016-06-06,499
10007710,2017-03-05,2017-03-25,99
10007711,2016-06-08,,0
10007712,2017-06-23,2017-06-28,299
10007713,2016-11-06,2016-12-01,99
10007714,2017-04-02,,0
10007715,2016-02-27,2016-03-19,499
10007716,2017-01-09,2017-01-11,299
10007717,2017-03-07,,0
10007718,2017-09-26,,0
10007719,2016-11-21,2016-12-13,99
10007720,2017-08-20,,0
10007721,2016-08-14,,0
10007722,2018-02-02,,0
10007723,2016-07-05,2016-07-16,99
10007724,2017-04-15,,0
10007725,2016-05-11,2016-05-14,499
10007726,2018-02-17,2018-03-19,99
10007727,2017-06-14,,0
10007728,2016-11-11,2016-11-16,199
10007729,2016-04-09,2016-05-05,99
10007730,2017-02-20,,0
10007731,2017-04-27,,0
10007732,2016-06-17,,0
10007733,2016-10-05,,0
10007734,2016-05-13,2016-05-28,299
10007735,2017-10-12,2017-10-25,199
10007736,2018-01-12,,0
10007737,2017-06-24,2017-07-09,99
10007738,2017-02-09,,0
10007739,2018-01-27,2018-02-05,99
10007740,2016-07-04,,0
10007741,2016-04-27,2016-05-17,199
10007742,2017-05-27,2017-06-21,299
10007743,2016-08-27,,0
10007744,2016-07-27,,0
10007745,2017-09-08,2017-09-20,299
10007746,2016-10-15,2016-10-27,199
10007747,2016-10-30,2016-10-30,299
10007748,2016-02-24,2016-02-24,199
10007749,2017-09-05,,0
10007750,2017-09-17,2017-09-23,99
10007751,2017-03-06,,0
10007752,2017-01-18,2017-02-03,99
10007753,2016-11-27,2016-12-09,499
10007754,2016-02-10,2016-02-14,199
10007755,2016-03-14,2016-04-12,299
10007756,2016-03-22,2016-03-22,499
10007757,2018-01-19,2018-01-24,499
10007758,2016-05-17,,0
10007759,2018-03-12,,0
10007760,2018-01-06,,0
10007761,2016-09-22,2016-09-23,99
10007762,2017-06-04,2017-06-18,99
10007763,2017-12-06,2017-12-25,299
10007764,2017-05-20,2017-06-19,199
10007765,2017-09-03,2017-09-29,199
10007766,2016-11-18,2016-12-03,199
10007767,2017-05-26,,0
10007768,2018-03-10,,0
10007769,2017-05-05,,0
10007770,2017-03-31,,0
10007771,2016-12-25,,0
10007772,2016-08-03,2016-08-15,499
10007773,2018-03-08,2018-03-24,499
10007774,2017-06-20,2017-06-26,499
10007775,2017-10-20,,0
10007776,2017-05-23,2017-05-27,499
10007777,2016-02-14,2016-03-13,299
10007778,2018-01-27,2018-01-27,199
10007779,2016-05-03,2016-05-06,99
10007780,2018-02-15,2018-03-15,99
10007781,2016-07-29,2016-08-07,299
10007782,2017-08-19,,0
10007783,2016-12-01,2016-12-02,299
10007784,2017-05-20,2017-05-21,99
10007785,2017-07-26,2017-07-31,499
10007786,2017-07-08,,0
10007787,2016-05-21,2016-05-23,99
10007788,2017-03-21,2017-04-08,99
10007789,2017-03-27,,0
10007790,2017-03-17,2017-03-17,499
10007791,2017-10-16,2017-10-21,499
10007792,2017-12-12,,0
10007793,2017-10-08,2017-10-30,199
10007794,2017-07-07,2017-07-29,199
10007795,2016-12-25,2016-12-25,299
10007796,2016-10-29,,0
10007797,2016-02-14,2016-02-24,499
10007798,2016-07-24,,0
10007799,2016-07-07,2016-07-30,199
10007800,2017-10-14,2017-11-13,499
10007801,2017-11-25,2017-12-20,199
10007802,2016-09-21,2016-10-09,199
10007803,2016-06-20,2016-06-23,499
10007804,2017-05-26,2017-06-22,299
10007805,2016-05-29,2016-06-10,199
10007806,2017-02-16,,0
10007807,2017-07-05,2017-08-02,199
10007808,2017-12-20,2018-01-15,499
10007809,2017-03-16,,0
10007810,2016-03-20,2016-03-29,199
10007811,2017-02-04,2017-02-23,299
10007812,2016-12-29,2016-12-29,299
10007813,2016-06-28,2016-07-21,99
10007814,2016-07-06,,0
10007815,2017-09-26,2017-10-23,99
10007816,2016-07-01,2016-07-22,499
10007817,2017-05-06,2017-05-17,199
10007818,2017-02-10,2017-03-10,499
10007819,2017-12-13,2017-12-31,99
10007820,2017-09-18,2017-09-25,199
10007821,2017-03-31,2017-04-26,299
10007822,2016-03-19,,0
10007823,2016-12-31,,0
10007824,2018-01-29,,0
10007825,2017-09-11,2017-09-24,299
10007826,2017-08-08,2017-09-03,99
10007827,2018-03-17,2018-04-10,199
10007828,2017-05-14,2017-05-22,299
10007829,2017-08-28,2017-09-10,499
10007830,2016-10-02,,0
10007831,2017-10-24,,0
10007832,2016-10-19,2016-10-20,199
10007833,2016-10-07,2016-11-02,99
10007834,2017-06-11,,0
10007835,2016-03-23,2016-04-06,299
10007836,2017-06-03,2017-06-03,99
10007837,2016-06-21,2016-07-01,499
10007838,2017-02-06,2017-02-18,499
10007839,2016-10-08,,0
10007840,2016-12-10,2017-01-05,99
10007841,2016-09-12,,0
10007842,2017-11-26,2017-12-10,99
10007843,2016-03-27,,0
10007844,2017-01-04,2017-01-29,99
10007845,2017-07-05,,0
10007846,2018-02-22,,0
10007847,2017-06-14,2017-07-14,99
10007848,2017-05-29,2017-06-18,299
10007849,2016-07-13,,0
10007850,2017-04-16,2017-05-06,199
10007851,2016-06-12,,0
10007852,2016-04-21,,0
10007853,2017-01-15,2017-02-03,199
10007854,2017-11-08,,0
10007855,2016-06-13,2016-06-14,499
10007856,2016-03-23,2016-04-13,99
10007857,2017-06-08,,0
10007858,2016-08-20,,0
10007859,2018-01-10,2018-01-29,499
10007860,2017-10-10,,0
10007861,2018-02-25,2018-03-12,199
10007862,2017-06-22,,0
10007863,2018-02-14,2018-03-14,499
10007864,2016-02-14,2016-03-10,499
10007865,2017-02-19,2017-03-12,299
10007866,2018-02-06,2018-03-06,499
10007867,2018-01-23,2018-02-20,499
10007868,2016-08-19,,0
10007869,2016-07-14,,0
10007870,2017-08-14,2017-09-07,299
10007871,2016-06-12,2016-07-10,299
10007872,2017-09-04,2017-09-15,99
10007873,2016-05-29,,0
10007874,2017-11-12,2017-11-17,499
10007875,2018-02-24,2018-03-26,299
10007876,2017-12-24,2018-01-03,499
10007877,2017-05-31,2017-06-03,99
10007878,2016-08-01,2016-08-02,299
10007879,2017-05-03,2017-05-13,99
10007880,2016-12-31,,0
10007881,2017-08-15,,0
10007882,2017-12-24,,0
10007883,2017-10-29,2017-11-06,199
10007884,2016-09-18,,0
10007885,2016-12-07,,0
10007886,2016-02-03,2016-02-05,499
10007887,2017-12-16,,0
10007888,2016-04-21,,0
10007889,2016-11-01,,0
10007890,2017-02-22,,0
10007891,2017-01-10,,0
10007892,2016-09-06,,0
10007893,2017-11-13,2017-11-28,499
10007894,2016-04-03,,0
10007895,2017-04-15,,0
10007896,2016-02-27,2016-03-08,499
10007897,2018-01-08,2018-01-14,499
10007898,2017-02-15,2017-03-01,299
10007899,2017-11-25,,0
10007900,2018-03-05,2018-04-01,499
10007901,2016-10-05,2016-10-14,299
10007902,2016-07-03,2016-07-07,299
10007903,2016-08-28,,0
10007904,2016-02-22,,0
10007905,2017-09-04,2017-09-30,299
10007906,2016-02-19,2016-02-21,299
10007907,2017-06-23,,0
10007908,2017-10-05,2017-10-10,99
10007909,2017-12-05,2017-12-14,99
10007910,2017-11-12,,0
10007911,2017-09-22,2017-10-20,99
10007912,2017-04-04,2017-04-23,299
10007913,2016-03-08,,0
10007914,2017-03-13,2017-03-14,99
10007915,2017-03-30,2017-04-10,99
10007916,2017-12-14,2017-12-25,499
10007917,2018-03-13,,0
10007918,2017-01-03,2017-01-09,299
10007919,2016-10-28,,0
10007920,2018-03-08,2018-03-13,99
10007921,2017-11-13,2017-12-03,99
10007922,2017-09-02,,0
10007923,2017-09-02,,0
10007924,2017-12-12,,0
10007925,2017-10-09,2017-10-24,199
10007926,2017-05-07,2017-06-02,299
10007927,2016-12-11,,0
10007928,2016-03-29,2016-04-27,299
10007929,2017-02-10,2017-02-18,499
10007930,2017-12-30,2018-01-27,199
10007931,2017-05-01,,0
10007932,2017-03-13,,0
10007933,2017-02-19,2017-03-09,199
10007934,2016-03-27,,0
10007935,2017-05-04,,0
10007936,2017-05-20,2017-06-14,299
10007937,2017-06-30,2017-07-17,99
10007938,2016-02-17,2016-03-01,499
10007939,2017-04-08,,0
10007940,2016-09-24,2016-10-02,99
10007941,2016-12-03,2017-01-01,99
10007942,2018-03-03,,0
10007943,2017-04-08,2017-04-13,499
10007944,2016-02-24,2016-03-04,299
10007945,2016-11-26,,0
10007946,2017-10-20,2017-10-29,99
10007947,2016-09-25,2016-09-30,199
10007948,2017-12-12,2017-12-26,299
10007949,2017-06-06,,0
10007950,2016-11-14,2016-12-08,499
10007951,2017-03-21,2017-04-09,99
10007952,2018-02-22,2018-02-22,99
10007953,2017-03-06,2017-04-02,499
10007954,2017-03-22,2017-04-06,299
10007955,2017-05-28,2017-06-14,299
10007956,2016-10-08,2016-10-30,299
10007957,2017-12-08,2017-12-25,499
10007958,2017-03-06,,0
10007959,2016-06-20,,0
10007960,2017-02-12,2017-03-05,299
10007961,2016-05-30,2016-06-04,499
10007962,2017-01-03,2017-01-29,299
10007963,2017-04-25,,0
10007964,2016-07-10,,0
10007965,2016-05-15,,0
10007966,2016-05-02,2016-05-22,499
10007967,2017-05-30,,0
10007968,2017-03-25,2017-04-20,299
10007969,2017-03-27,2017-04-19,299
10007970,2018-01-16,2018-02-13,199
10007971,2017-08-05,,0
10007972,2016-03-25,,0
10007973,2017-09-23,,0
10007974,2017-11-08,2017-11-16,199
10007975,2017-06-28,,0
10007976,2016-05-07,,0
10007977,2017-08-21,2017-09-10,199
10007978,2017-10-28,,0
10007979,2016-08-03,2016-08-19,299
10007980,2017-04-08,2017-04-13,499
10007981,2017-05-16,,0
10007982,2016-06-04,,0
10007983,2016-12-30,,0
10007984,2016-10-21,2016-11-17,99
10007985,2016-08-09,2016-09-06,99
10007986,2018-01-27,2018-02-01,299
10007987,2016-09-08,2016-10-05,99
10007988,2016-08-17,2016-09-03,199
10007989,2017-01-09,2017-01-20,499
10007990,2016-07-23,2016-08-02,499
10007991,2016-09-04,,0
10007992,2016-08-24,2016-09-11,299
10007993,2017-09-01,2017-09-02,199
10007994,2017-02-07,2017-02-13,99
10007995,2016-07-23,,0
10007996,2016-04-18,2016-05-10,499
10007997,2016-12-19,2017-01-06,299
10007998,2017-08-07,2017-09-02,99
10007999,2017-08-29,2017-09-10,299
10008000,2017-02-18,2017-02-21,199
10008001,2017-04-12,2017-04-23,199
10008002,2016-08-17,2016-08-20,99
10008003,2017-09-24,,0
10008004,2016-02-07,2016-02-26,299
10008005,2016-10-20,2016-10-25,499
10008006,2017-10-26,2017-11-06,499
10008007,2017-12-07,2017-12-19,99
10008008,2017-10-20,,0
10008009,2017-07-09,2017-07-16,99
10008010,2016-02-20,2016-03-02,99
10008011,2018-01-13,2018-02-01,299
10008012,2016-10-11,2016-10-31,499
10008013,2017-09-20,,0
10008014,2016-07-29,,0
10008015,2018-02-18,2018-03-15,299
10008016,2017-01-18,,0
10008017,2017-08-26,2017-09-07,499
10008018,2018-01-27,2018-02-25,199
10008019,2016-09-02,2016-09-03,299
10008020,2017-01-23,2017-02-18,199
10008021,2017-09-24,2017-09-26,499
10008022,2017-09-30,2017-10-04,99
10008023,2017-08-26,,0
10008024,2017-08-21,2017-08-25,299
10008025,2016-09-07,2016-09-14,499
10008026,2017-09-28,,0
10008027,2017-08-05,,0
10008028,2017-01-02,2017-01-28,299
10008029,2016-12-15,2017-01-07,499
10008030,2018-03-01,2018-03-10,99
10008031,2017-05-11,2017-05-12,499
10008032,2018-01-29,2018-01-30,99
10008033,2016-07-03,2016-07-05,199
10008034,2017-01-16,2017-02-10,299
10008035,2016-04-02,,0
10008036,2017-05-05,2017-05-07,99
10008037,2016-09-27,,0
10008038,2016-08-08,2016-08-27,199
10008039,2016-06-25,2016-07-15,199
10008040,2017-07-06,,0
10008041,2016-11-18,2016-11-30,99
10008042,2017-11-03,2017-11-05,499
10008043,2016-03-31,,0
10008044,2017-05-18,,0
10008045,2017-12-18,,0
10008046,2016-04-13,2016-05-12,499
10008047,2016-09-26,2016-10-24,299
10008048,2017-03-22,2017-04-09,299
10008049,2016-07-28,2016-08-06,99
10008050,2016-04-07,2016-05-02,199
10008051,2017-09-15,2017-09-30,299
10008052,2016-04-17,,0
10008053,2016-10-05,,0
10008054,2018-01-07,,0
10008055,2016-04-08,2016-05-03,199
10008056,2017-08-21,,0
10008057,2016-05-09,,0
10008058,2017-09-10,,0
10008059,2017-08-31,2017-09-16,499
10008060,2017-07-29,,0
10008061,2017-07-26,,0
10008062,2017-07-22,2017-07-24,299
10008063,2018-01-22,2018-01-25,499
10008064,2016-12-20,2017-01-17,199
10008065,2016-06-02,,0
10008066,2016-03-04,2016-03-08,99
10008067,2017-11-16,2017-12-05,499
10008068,2016-06-24,,0
10008069,2018-03-15,,0
10008070,2017-07-01,2017-07-02,299
10008071,2017-12-04,,0
10008072,2016-12-06,2016-12-17,99
10008073,2016-06-23,,0
10008074,2017-11-25,,0
10008075,2017-07-01,,0
10008076,2016-08-13,2016-08-22,299
10008077,2017-05-28,2017-06-05,99
10008078,2017-10-29,,0
10008079,2017-05-20,,0
10008080,2017-09-10,2017-10-06,99
10008081,2016-07-18,,0
10008082,2018-01-29,2018-02-06,199
10008083,2016-08-01,2016-08-17,99
10008084,2016-05-23,2016-05-24,199
10008085,2016-11-02,,0
10008086,2017-05-21,,0
10008087,2016-07-27,2016-08-22,299
10008088,2017-10-29,2017-11-08,199
10008089,2016-11-17,2016-12-11,99
10008090,2017-04-09,2017-04-17,99
10008091,2017-05-08,2017-05-21,499
10008092,2017-03-23,,0
10008093,2018-01-11,,0
10008094,2016-06-17,2016-06-27,499
10008095,2017-06-03,2017-06-09,299
10008096,2018-01-30,,0
10008097,2016-07-17,2016-08-11,299
10008098,2016-06-13,,0
10008099,2016-07-10,,0
10008100,2018-03-01,2018-03-14,499
10008101,2018-02-03,,0
10008102,2017-02-11,2017-03-07,499
10008103,2016-12-26,2017-01-08,199
10008104,2017-03-01,2017-03-03,99
10008105,2016-07-21,,0
10008106,2017-05-15,2017-05-22,499
10008107,2018-03-12,,0
10008108,2017-03-28,,0
10008109,2016-10-13,,0
10008110,2017-12-11,,0
10008111,2016-05-30,2016-06-04,199
10008112,2016-02-19,,0
10008113,2016-10-04,,0
10008114,2016-08-23,,0
10008115,2017-03-26,2017-03-31,499
10008116,2016-04-07,2016-04-20,299
10008117,2017-01-07,,0
10008118,2017-01-10,,0
10008119,2017-12-28,2018-01-03,299
10008120,2017-02-21,2017-03-09,299
10008121,2017-01-07,2017-02-05,199
10008122,2016-05-18,,0
10008123,2017-12-08,,0
10008124,2017-10-25,2017-11-17,99
10008125,2017-03-08,,0
10008126,2017-09-18,,0
10008127,2016-11-28,2016-12-26,199
10008128,2018-03-14,2018-03-25,299
10008129,2016-05-17,2016-06-04,499
10008130,2017-10-27,,0
10008131,2017-09-07,,0
10008132,2017-05-22,2017-06-14,199
10008133,2017-01-02,2017-01-02,499
10008134,2017-05-05,2017-05-30,99
10008135,2016-12-09,,0
10008136,2016-07-03,,0
10008137,2017-10-01,2017-10-07,499
10008138,2017-01-14,,0
